Query Number,Query Name,Execution Time,Plan time,Query hash
16,10a.sql,590.359,27.973,-4409698924550295459
16,10b.sql,240.213,27.486,2327673058233797615
16,10c.sql,23834.371,24.470,8860988427713565746
16,11a.sql,79.964,59.286,-8745628810626288278
16,11b.sql,38.886,55.655,-9046130082131908017
16,11c.sql,261.237,53.738,754561138292963678
16,11d.sql,271.945,52.476,-8853227751184510813
16,12a.sql,755.092,55.318,9049250486687881135
16,12b.sql,295.819,50.634,7111231359014454640
16,12c.sql,3482.177,56.026,5327500320564300865
16,13a.sql,1795.968,81.129,6101368897808108968
16,13b.sql,666.598,93.988,7105818783943848525
16,13c.sql,548.931,86.225,7105818783943848525
16,13d.sql,7818.610,79.068,-5885625972757298871
16,14a.sql,511.379,57.634,-6310738669154799660
16,14b.sql,259.626,57.553,7430954541387508965
16,14c.sql,867.558,52.944,-8051795807640054913
16,15a.sql,1060.160,135.994,1799237188439200003
16,15b.sql,68.392,129.324,-6016190586237425744
16,15c.sql,4758.081,121.690,-640293413413794320
16,15d.sql,4470.194,125.136,4581372305138760671
16,16a.sql,509.077,50.769,-1158816798049620833
16,16b.sql,14734.850,46.967,-2478965080048270031
16,16c.sql,3505.358,49.910,-5535901023995551278
16,16d.sql,3959.284,52.174,-1158816798049620833
16,17a.sql,7139.340,28.092,6019781246931083125
16,17b.sql,4340.341,28.185,7687882978329045374
16,17c.sql,3844.091,25.524,7687882978329045374
16,17d.sql,4012.765,27.180,-3809785603362132151
16,17e.sql,11361.491,27.267,-2972937597942960473
16,17f.sql,8033.815,26.463,-3809785603362132151
16,18a.sql,1940.454,30.899,-8570358269772166685
16,18b.sql,604.838,44.363,-1890080522291186125
16,18c.sql,13105.012,33.010,4621617272025517643
16,19a.sql,954.134,288.978,3261834294741233279
16,19b.sql,564.587,237.142,7204209839780818952
16,19c.sql,1605.625,236.201,-7738028735347059107
16,19d.sql,13617.032,227.775,5267282279652319986
16,1a.sql,327.011,11.262,-8455555668018032942
16,1b.sql,286.373,10.790,-5913694868169903349
16,1c.sql,283.945,12.673,4846285409507673210
16,1d.sql,287.255,10.378,-4294522389920564102
16,20a.sql,4980.886,142.628,3042830198267909074
16,20b.sql,1793.224,143.762,-3458609441065762063
16,20c.sql,1035.519,133.543,2558748867405111050
16,21a.sql,70.814,131.934,-1630088287367505151
16,21b.sql,76.755,127.726,6350469962105744477
16,21c.sql,67.365,128.932,2684397743657735043
16,22a.sql,653.673,351.010,-8852217324911197084
16,22b.sql,470.536,331.615,-8852217324911197084
16,22c.sql,1704.177,336.128,3330700635734281186
16,22d.sql,2161.339,317.475,8297872767581952856
16,23a.sql,304.911,308.141,1619127084338010792
16,23b.sql,105.135,305.761,-5259407748332317606
16,23c.sql,515.877,300.821,-1124127336827367041
16,24a.sql,367.048,4021.485,2280384413821366706
16,24b.sql,148.156,3803.637,-1794083932540499185
16,25a.sql,3664.405,114.638,-4626995031345076698
16,25b.sql,485.015,115.539,-4110854689441581467
16,25c.sql,7981.930,173.001,-6027221776095257325
16,26a.sql,708.305,3137.824,-5929401182124901517
16,26b.sql,255.495,3113.013,8502155271907567164
16,26c.sql,124406.505,2939.691,-7624179224219018171
16,27a.sql,164.888,3651.780,1758072863970875987
16,27b.sql,38.087,3459.471,-5510733515476627148
16,27c.sql,227.607,3481.916,-4477816371804978596
16,28a.sql,384.935,5094.340,4245832029459036970
16,28b.sql,345.819,4618.110,-565328161990619398
16,28c.sql,734.434,4812.855,-808880556807194591
16,29a.sql,91.617,7597.538,-2799995183862506353
16,29b.sql,61.155,7287.728,-1912819773082406463
16,29c.sql,913.214,6978.402,6650214460147150979
16,2a.sql,1067.810,10.612,4654868730068868057
16,2b.sql,809.046,10.846,4654868730068868057
16,2c.sql,51.019,10.450,4654868730068868057
16,2d.sql,1390.994,10.237,4654868730068868057
16,30a.sql,886.835,3771.250,3596309516107956315
16,30b.sql,232.819,4373.579,2619358356542170316
16,30c.sql,2636.525,3661.497,-5261930549591539248
16,31a.sql,688.202,429.851,1975084072464202139
16,31b.sql,94.060,460.535,8637167297044090375
16,31c.sql,908.388,436.414,-8047523329439800675
16,32a.sql,35.274,19.800,-8152767229854360977
16,32b.sql,420.447,18.487,-8152767229854360977
16,33a.sql,80.041,4156.037,1264440547233771903
16,33b.sql,62.129,3939.982,5283902462801916534
16,33c.sql,64.394,4097.046,7696886476226925320
16,3a.sql,309.705,11.279,-4964681019064054343
16,3b.sql,168.912,10.248,2686551532437100503
16,3c.sql,522.479,11.324,-4267429084482334961
16,4a.sql,179.265,11.448,-6925252347296079652
16,4b.sql,155.777,11.041,-6925252347296079652
16,4c.sql,273.472,11.586,-6925252347296079652
16,5a.sql,624.670,13.731,-4875630082272532892
16,5b.sql,499.809,14.287,7799030661291734910
16,5c.sql,654.801,13.448,6287524160215096911
16,6a.sql,77.911,10.844,-1270565685357017756
16,6b.sql,340.088,10.966,5330016273682105912
16,6c.sql,27.524,10.866,-1270565685357017756
16,6d.sql,6492.804,11.478,5330016273682105912
16,6e.sql,43.961,11.023,-1270565685357017756
16,6f.sql,5806.068,11.311,9034840740838305022
16,7a.sql,1884.140,64.466,5731597360962035638
16,7b.sql,400.347,60.014,-5119135715290730827
16,7c.sql,5976.607,63.227,-767513669091434600
16,8a.sql,3190.713,36.279,-5383241493793754728
16,8b.sql,285.579,42.370,-7648844854832005228
16,8c.sql,14270.016,29.780,7828965998619474049
16,8d.sql,6032.948,28.432,7828965998619474049
16,9a.sql,1063.268,72.666,9182348733289197053
16,9b.sql,4022.274,69.345,759743340442407318
16,9c.sql,1897.237,63.978,-3495764495604230484
16,9d.sql,12019.635,62.084,-3970444003182879231
